zip,hv_median,hv_lowtier,hv_midtier,hv_toptier,hurr_1,hurr_2,hurr_3,hurr_4,hurr_5,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fl_12,fl_24,fl_36,fl_48,tor_0_lt,tor_1_lt,tor_2_lt,tor_3_lt,tor_4_lt,tor_5_lt,tor_0_mt,tor_1_mt,tor_2_mt,tor_3_mt,tor_4_mt,tor_5_mt,tor_0_tt,tor_1_tt,tor_2_tt,tor_3_tt,tor_4_tt,tor_5_tt,last_updated
95825,307300.0,180100.0,307300.0,425300.0,2793984.17,7160957.27,11573180.63,19320041.57,34579608.95,401629555,403073960,414119410,532645585,534005025,633159180,640483163,647807146,655131129,662438119,669762102,677086085,753214725,814049665,906661515,1398873.100761099,5595492.403044396,11190984.806088792,209830965.1141649,489605585.26638466,699436550.3805496,2386861.2096828753,9547444.838731501,19094889.677463003,358029181.45243126,835401423.3890063,1193430604.8414376,3303391.059154334,13213564.236617336,26427128.473234672,495508658.87315005,1156186870.7040167,1651695529.5771668,1572906943.329642
