zip,lat,long,population,population_density,occupied_housing_units,hv_median,hv_lowtier,hv_midtier,hv_toptier,hurr_1,hurr_2,hurr_3,hurr_4,hurr_5,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fl_12,fl_24,fl_36,fl_48,tor_0_lt,tor_1_lt,tor_2_lt,tor_3_lt,tor_4_lt,tor_5_lt,tor_0_mt,tor_1_mt,tor_2_mt,tor_3_mt,tor_4_mt,tor_5_mt,tor_0_tt,tor_1_tt,tor_2_tt,tor_3_tt,tor_4_tt,tor_5_tt,last_updated
94610,37.81,-122.24,29287,13410.0,15190,1268700.0,582700.0,1268800.0,1902100.0,2789163.99,7156137.09,11568360.45,19315221.39,34574788.77,388795750,390194000,400886500,515625250,516941250,612927000,620016950,627106900,634196850,641270350,648360300,655450250,729146250,788037250,877689750,9506269.371559633,38025077.48623853,76050154.97247706,1425940405.733945,3327194280.0458713,4753134685.779816,20699424.366972476,82797697.4678899,165595394.9357798,3104913655.0458713,7244798528.440367,10349712183.486238,31031190.9587156,124124763.8348624,248249527.6697248,4654678643.807339,10860916835.550457,15515595479.357798,1572825206.655499
