zip,hv_median,hv_lowtier,hv_midtier,hv_toptier,hurr_1,hurr_2,hurr_3,hurr_4,hurr_5,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fl_12,fl_24,fl_36,fl_48,tor_0_lt,tor_1_lt,tor_2_lt,tor_3_lt,tor_4_lt,tor_5_lt,tor_0_mt,tor_1_mt,tor_2_mt,tor_3_mt,tor_4_mt,tor_5_mt,tor_0_tt,tor_1_tt,tor_2_tt,tor_3_tt,tor_4_tt,tor_5_tt,last_updated
77082,181700.0,147300.0,181700.0,296900.0,2886411.7,7253384.8,11665608.16,19412469.1,34672036.48,544975830,546935760,561923460,722753010,724597650,859141080,869079078,879017076,888955074,898870014,908808012,918746010,1022045850,1104593490,1230259590,585108.4167968128,2340433.667187251,4680867.334374502,87766262.5195219,204787945.87888446,292554208.3984064,721752.8807330678,2887011.522932271,5774023.045864542,108262932.10996015,252613508.25657365,360876440.3665339,1179352.9460079684,4717411.784031874,9434823.568063747,176902941.90119523,412773531.1027888,589676473.0039841,1573230894.638805
