zip,hv_median,hv_lowtier,hv_midtier,hv_toptier,hurr_1,hurr_2,hurr_3,hurr_4,hurr_5,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fl_12,fl_24,fl_36,fl_48,tor_0_lt,tor_1_lt,tor_2_lt,tor_3_lt,tor_4_lt,tor_5_lt,tor_0_mt,tor_1_mt,tor_2_mt,tor_3_mt,tor_4_mt,tor_5_mt,tor_0_tt,tor_1_tt,tor_2_tt,tor_3_tt,tor_4_tt,tor_5_tt,last_updated
93103,1152600.0,734200.0,1152600.0,1951200.0,2772665.77,7139638.87,11551862.23,19298723.17,34558290.55,181256815,181908680,186893530,240384805,240998325,285746940,289052279,292357618,295662957,298960627,302265966,305571305,339928425,367383445,409179495,2323151.4365648855,9292605.746259542,18585211.492519084,348472715.4847328,813103002.7977098,1161575718.2824428,3647050.321145038,14588201.284580152,29176402.569160305,547057548.1717557,1276467612.4007633,1823525160.572519,6173975.869007634,24695903.476030536,49391806.95206107,926096380.351145,2160891554.152672,3086987934.5038166,1572903854.816022
