zip,hv_median,hv_lowtier,hv_midtier,hv_toptier,hurr_1,hurr_2,hurr_3,hurr_4,hurr_5,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fl_12,fl_24,fl_36,fl_48,tor_0_lt,tor_1_lt,tor_2_lt,tor_3_lt,tor_4_lt,tor_5_lt,tor_0_mt,tor_1_mt,tor_2_mt,tor_3_mt,tor_4_mt,tor_5_mt,tor_0_tt,tor_1_tt,tor_2_tt,tor_3_tt,tor_4_tt,tor_5_tt,last_updated
92231,220800.0,190300.0,220800.0,277600.0,2823040.3,7190013.4,11602236.76,19349097.7,34608665.08,255872510,256792720,263829620,339340970,340207050,403376760,408042766,412708772,417374778,422029958,426695964,431361970,479862450,518619530,577621230,78019.37333333332,312077.4933333333,624154.9866666666,11702905.999999998,27306780.666666664,39009686.666666664,90523.79207566999,362095.16830267996,724190.3366053599,13578568.811350496,31683327.226484492,45261896.037834994,113810.7096023822,455242.8384095288,910485.6768190576,17071606.440357327,39833748.360833764,56905354.80119109,1572904070.1731231
