zip,lat,long,population,population_density,occupied_housing_units,hv_median,hv_lowtier,hv_midtier,hv_toptier,hurr_1,hurr_2,hurr_3,hurr_4,hurr_5,fl_1,fl_2,fl_3,fl_4,fl_5,fl_6,fl_7,fl_8,fl_9,fl_10,fl_11,fl_12,fl_24,fl_36,fl_48,tor_0_lt,tor_1_lt,tor_2_lt,tor_3_lt,tor_4_lt,tor_5_lt,tor_0_mt,tor_1_mt,tor_2_mt,tor_3_mt,tor_4_mt,tor_5_mt,tor_0_tt,tor_1_tt,tor_2_tt,tor_3_tt,tor_4_tt,tor_5_tt,last_updated
94601,37.77,-122.22,50294,15487.0,14826,546800.0,487600.0,546800.0,674000.0,2889321.83,7256294.93,11668518.29,19415379.23,34674946.61,386715870,388106640,398741940,512866890,514175850,609648120,616700142,623752164,630804186,637839846,644891868,651943890,725245650,783821610,872994510,5307285.050584615,21229140.20233846,42458280.40467692,796092757.5876923,1857549767.7046154,2653642525.2923074,5951647.7966769235,23806591.186707694,47613182.37341539,892747169.5015384,2083076728.836923,2975823898.3384614,7336156.940307692,29344627.761230767,58689255.52246153,1100423541.0461538,2567654929.107692,3668078470.153846,1572886017.645858
